,tweet,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper
3541,crazy much culture documented doodles.,2,11,66,5.090909090909091,3,1,0,0
3542,"come #privacybootcamp startups google, facebook acc 9abc. starting now. #sxswi",1,18,121,5.777777777777778,5,3,0,3
3543,could win #sony xperia play buy later today details #android,1,20,107,4.4,8,3,0,1
3544,thank these! public notes &quot;5 steps bulletproof ux strategy&quot;: #rhjr_ux5. via,1,20,134,5.75,4,2,0,2
3545,#apple open pop-up shop sxsw &lt;---cool concept spend waiting #ipad2,0,20,114,4.75,7,3,0,3
3546,met team set - set whole place nothing 3 days. great work!,2,22,103,3.727272727272727,7,1,1,0
3547,saw juan juan million hotpot party...he getting ice cream sandwich...awesome,1,18,109,5.111111111111111,6,1,0,0
3548,lack collaboration &amp; opportunism latin america produced next ? #latism #latam,1,24,151,5.333333333333333,5,3,0,2
3549,win #sony xperia play #android phone (tuesday 3/15) details here:,2,16,95,5.0,2,3,0,2
3550,khoi vinh (@mention says conde nast's headlong rush publishing &quot;fundamental misunderstanding&quot; platform,1,21,153,6.333333333333333,5,1,0,1
3551,"want yall know built pop 3 days, selling ipad2, wow",2,21,98,3.7142857142857144,6,1,1,1
3552,hotpot brings netflix-style functionality places. result yelp personality. #bettersearch,1,15,115,6.733333333333333,4,2,0,1
3553,download 20+ free tracks music sampler available today!,1,19,112,5.222222222222222,4,1,0,3
3554,anyone know still 2's stock?,2,15,76,4.133333333333334,5,1,0,0
3555,"companies believing #nfc nexus s, nokia also carriers, verifone, even seems #sxswnfc",1,21,126,5.0476190476190474,6,3,0,2
3556,ûï@mention google's cutts says reputation topicality 2 keys matter site rankings. #qagb #sxswû = saying trust &amp; lda,1,23,142,5.217391304347826,5,2,1,1
3557,waze vs discussion one best seen #sxsw. need competitors going head head here.,3,24,121,4.083333333333333,7,1,0,1
3558,we're live! come get android check us out! #android,2,16,89,4.625,2,2,0,2
3559,save cash! techcrunch giveaway: 2åê#techcrunch via #winning! #ipad2 #apple,2,16,112,6.0625,2,4,0,0
3560,"vinh: flipboard step forward mags, get right go path - wired path",2,25,122,3.92,11,1,0,0
3561,"helping clean organize news/content, great job #ipad owners. #sxswi",2,23,132,4.782608695652174,10,3,0,1
3562,deliberately chose march 11 2 availability knowing large chunk customer base #sxsw?,1,24,133,4.583333333333333,9,1,2,1
3563,"lonely planet austin city guide app free sxsw, march 15, 12 pm pst #travel #austin",1,21,116,4.571428571428571,2,3,1,3
3564,"austin, pal lost phone, please help left white 4g cab austin internet, please help.",1,27,140,4.222222222222222,7,1,0,5
3565,ûï@mention download 20+ free tracks music sampler available today! #fb,1,19,116,5.444444444444445,4,2,0,2
3566,purchased mexican mavis boy &amp; bear... sold! first listen. thanks #itunes,1,15,95,5.4,1,2,0,1
3567,reminder: android chrome tts talk 1 pm today!,1,14,73,5.0,1,1,1,2
3568,"movie stars moody directors well fine, guy who's really attracting crowd one showing 2.",2,27,139,4.185185185185185,11,1,0,1
3569,ûï@mention get look #sxsw's rumored #apple &quot;pop-up&quot; austin:,1,15,103,5.933333333333334,3,2,0,1
3570,"looking back tweets holy wow, many typos! ughhhhh. autocorrect inability type ipad. goo",1,25,132,4.32,11,1,0,0
3571,#pubcamp #kirkus download qrank ipad/iphone come pubcamp sxsw 2011 - prizes!,2,19,106,5.176470588235294,5,3,1,0
3572,wise... opening temp austin via #ipad2,2,19,104,4.526315789473684,5,2,0,2
3573,#google launching &quot;major&quot; social network,1,9,65,6.333333333333333,2,2,0,0
3574,setting pop shop smartest move imho | developers matter 2 -,2,28,130,3.9615384615384617,9,1,1,2
3575,text &quot;sxsw&quot; 24587 chance win ipad! drawing 3/17 friends #sxsw. must present win! see ya there!,1,23,130,4.695652173913044,6,1,1,1
3576,#ipad2 2 well dry pop store...,1,12,54,3.5833333333333335,4,2,1,0
3577,app sync functionality working yet?,1,10,64,5.5,1,1,0,0
3578,"failure buzz, latitude, circle! seriously needs concentrate search! #fail #google",0,21,139,5.666666666666667,5,3,0,1
3579,zomg 2 :p look everyone! zomg got 2 first day!,2,21,104,4.0,4,1,2,2
3580,check apps too.,1,12,64,4.416666666666667,5,1,0,1
3581,hey peeps! app #voicefeed launched us: check let us know think!,2,24,123,4.166666666666667,7,2,0,2
3582,reason 19: keep parakeets employed! keep track ladies,1,17,102,5.0588235294117645,5,1,0,1
3583,great talk doodles end hand printed signed doodles,2,19,101,4.611111111111111,7,1,0,1
3584,media circus: guy walks apple's popup 1st #ipad2 now.,2,18,99,4.555555555555555,4,2,0,2
3585,mad mad lines still pop austin #ipad2,0,15,73,3.933333333333333,5,2,0,1
3586,"qrafter better paid free qr code apps, scan #vcards, also download them! #qrcode #iphone",2,28,152,4.464285714285714,11,4,0,3
3587,cc : #ubersocial #iphone app includes uberguide (cont),1,20,116,4.85,5,3,0,2
3588,#letshookup &quot;we want nonprofits.&quot;,1,11,78,6.181818181818182,4,2,0,0
3589,150 million mobile users maps mobile,1,12,67,4.666666666666667,4,1,1,1
3590,brains zombies like content - &quot;content rules&quot;,1,14,90,5.5,4,1,0,1
3591,surprise! opened pop-up austin nerds town get ipads. #cnet,1,24,127,4.333333333333333,8,2,0,2
3592,"right, wow! wiebe walking conceptual graphing / loving",1,18,117,5.555555555555555,4,1,0,1
3593,"press lounge #sxsw, someone getting tutorial use touchpad laptop. #honest",1,22,112,4.136363636363637,10,2,0,1
3594,"joining soon: 12:30pm, hilton 615ab, #sxsw: going android developers meetup?",1,18,114,5.388888888888889,4,1,0,2
3595,heard #android leading market share smart phones us. #getjarsxsw,2,16,90,4.6875,6,3,0,1
3596,ûï@mention sold everything except 64gig wifi whiteû also known white jeans configuration.,2,20,128,5.45,5,1,0,0
3597,".@mention manufacturing serendipity- &quot;having access information makes us curious, less&quot;",1,20,147,6.4,6,1,0,2
3598,tests ûïcheck-in offersû sxsw via #google #check-in,1,11,77,6.090909090909091,0,3,0,1
3599,"mission round table #sxbrits twitter, google, dell, microsoft icm",1,13,89,5.923076923076923,2,2,0,0
3600,"nieuwe regel? &quot;google tweet&quot; &quot;think speak.&quot; - mark belinsky, #911tweets panel #sxsw.",2,23,153,5.954545454545454,7,2,0,2
3601,app unreal. clicked location #leanstartup &amp; person tell still seats.,2,25,141,4.68,10,2,0,0
3602,"per rumor, may preview big social strategy '80s-themed costume party #sxsw. yep. #cnet",2,21,127,5.095238095238095,4,2,0,2
3603,can't #sxsw? download free music mix itunes cc:,1,18,102,4.722222222222222,4,1,0,2
3604,worked create open-source s2 fill gap needed location-based applications use nosql db model,1,22,138,5.318181818181818,6,1,0,0
3605,app schedule #fail try sched.org - google: sched sxsw 2011 click first link. unofficial parties room counts. genius.,1,24,146,5.125,2,2,1,1
3606,walked past supposed #apple temp downstairs cult outside taking photos iphones.,0,21,130,5.238095238095238,5,2,0,0
3607,"thanks, marshall jones heads-up! open temporary 6th congress...",1,18,110,5.166666666666667,6,1,0,1
3608,schedule far:,1,6,32,4.5,1,1,0,1
3609,here's guy bought first #ipad2 popup (hope registers thoora beta!),2,21,115,4.523809523809524,8,2,0,1
3610,.@mention problem living stories process creating content change - interface. #hacknews,0,21,135,5.476190476190476,8,2,0,1
3611,survival kit provided folks line morning... genius!,2,17,95,4.9375,5,1,0,0
3612,"sony, samsung follow apple, hp lead",1,8,51,4.777777777777778,1,1,0,2
3613,hot pot mobile maps 'very' interesting app. #sxswi,2,15,81,4.466666666666667,4,2,0,0
3614,"launch major social network called circles, possibly today -",1,16,99,5.25,1,1,0,1
3615,lax security questions suitcase packed entirely energy drinks wires. #blowingup,1,19,119,5.315789473684211,7,2,0,2
3616,: aron pilhofer york times endorsed html #newsapps asked us tweet actually said!,2,27,140,4.222222222222222,10,2,0,1
3617,"way #sxsw, see tonight! hopefully ;) (@mention san francisco international airport (sfo))",2,22,130,4.954545454545454,6,1,0,1
3618,playing 2. black white.,2,11,57,4.2727272727272725,3,1,0,0
3619,i18: call zombie [codes valid: 8:00-11:59:59p 03/12/11] #infektd #zomb,1,13,90,6.0,2,3,0,1
3620,marissa mayer : connect digital &amp; physical worlds mobile via,1,18,119,5.666666666666667,1,1,0,0
3621,"97% farmers mobile phone, 43% smartphone. marketshare - bb - 33% 18% android, 10% iphone. #mobilefarm",1,24,130,4.6521739130434785,6,2,0,1
3622,"#ipad interface/controls top, mobile controls bottom. #tapworthy",1,14,94,5.785714285714286,6,3,0,0
3623,looking forward android design sessions #sxsw. can't wait drink give away stuff get paid too.,2,26,138,4.346153846153846,10,1,0,1
3624,close launching social network - circles #google,1,12,75,5.333333333333333,1,2,0,0
3625,(tries again) launch social network called circles:,1,18,95,5.2,2,1,0,1
3626,even use now. evidence might well call country united states apple. #sxswsa,2,25,133,4.36,7,2,0,2
3627,great! see u i'll austin convention center today w/ fam... showing game.,2,25,133,4.541666666666667,6,1,0,2
3628,apple's decision though partake discussion open / dev friendly #browserwars /cc,1,20,120,5.05,7,2,0,0
3629,rumor: opening temporary downtown austin + #ipad2 launch,1,22,119,4.454545454545454,7,2,0,2
3630,q&amp;a #bing &amp; #google. let games begin #qagb,1,11,65,5.0,2,4,0,0
3631,holla! party. best ever! get butt here.,2,14,77,4.571428571428571,2,1,0,1
3632,#android dev meetup mostly ppl looking devs. good skill learn havent already. #mccannsxsw,2,19,113,5.0,5,3,0,1
3633,lines already forming apple's pop-up austin. people see festival?,1,23,135,4.913043478260869,7,1,0,1
3634,"killer thought - paying service, probably sold (ref google, tv ads etc)#sxsw #psfk",1,28,152,4.464285714285714,12,1,0,2
3635,"#apple setting pop-up downtown austin (to sell bajillions ipad2s attendees, course!)",2,23,135,4.913043478260869,7,2,0,1
3636,"ûï@mention launch major social network called circles, possibly today #sxswû sta, nije im dosta gbuzz-a?",1,19,128,5.7894736842105265,1,1,0,0
3637,biggest mistake since south southwest last year? writin book bout photography instead makin photography app,3,25,152,5.12,4,1,0,2
3638,name goggles reminds rubber baby buggy bumpers.,1,12,70,4.916666666666667,2,1,0,0
3639,line ipad2 temporary 6th &amp; congress,1,13,80,5.230769230769231,2,1,0,0
3640,"heads sxsw, sets temporary #austin #news",1,13,74,4.769230769230769,3,3,0,1
3641,"web pages, appear google? #qagb",1,14,73,4.285714285714286,8,2,0,0
3642,excited tomorrow! leaving austin 8am. see google's 3:30pm. still working schedule.,2,19,121,5.421052631578948,5,1,0,0
3643,marc ecko launches #iphone app. autodial political change! #edreform #edtech #eduvc #fightthepaddle,1,15,115,6.733333333333333,1,6,0,1
3644,"aclu buddies?ûï@mention launch major social network called circles, possibly today #sxswû",1,18,128,6.166666666666667,3,1,0,1
3645,"grab #betainvites #sxsw! android camera, raises $1.1m valley players bit.ly/ea1zgd /via",2,17,127,6.529411764705882,2,2,0,1
3646,hey foodies: austin sxsw download arw iphone/android app use guide dine town!,1,27,139,4.185185185185185,13,1,0,3
3647,ooooo #apple rumored opening temporary,2,12,68,4.75,4,2,0,1
3648,fancy verizon 4g bb card keeps dropping. at&amp;t rock-steady #sxsw. #gofigure,1,19,106,5.176470588235294,3,2,0,2
3649,really liking app... thanks making event app. appears work well!!!,2,17,98,4.823529411764706,5,1,0,0
3650,ran apparently tell there's bizzy android app :) remedied cc:,2,20,121,5.1,5,1,0,0
3651,good work! ûï@mention check latest stream apple's . ipad2 come. #playsxswû,2,20,122,5.15,4,2,0,3
3652,c43: quite specimen [codes valid: 8:00-11:59:59a 03/15/11] #infektd #cvdc,1,12,90,6.583333333333333,1,3,0,1
3653,looking social signals search results. #qagb,1,16,93,4.875,6,2,0,1
3654,shut. up. rumor: opening temp downtown austin &amp; 2 launch.,2,27,142,4.296296296296297,7,1,1,3
3655,"en route austin, tx accompanied fedoras + instruments + weird haircuts + products",1,18,103,4.777777777777778,3,1,0,0
3656,apparently line 15 minutes moment.,1,13,71,4.538461538461538,5,1,1,0
3657,put idiot! #smcomedyfyeah,0,7,45,5.571428571428571,2,2,0,0
3658,circles (ht ) (maybe they're reconsidering shape?),1,14,89,5.428571428571429,2,1,0,0
3659,announces #windowsphone app today #wp7,1,10,72,6.3,0,3,0,1
3660,#sxsw? we're giving away 2 creator popular disc interactive. create disc &amp; share twitter!,2,25,135,4.44,9,1,1,0
3661,2 takes [video]:,2,8,43,4.5,0,1,1,2
3662,"direct shot offering rewards check-ins latitude, starting austin #sxsw.",1,16,110,5.9375,4,1,0,1
3663,woot! first android disc ... market version coming soon!,2,14,90,5.5,0,1,0,2
3664,"dennis crowley competitors: think we're starting compete bigger guys, facebook, #checkins",1,19,123,5.833333333333333,4,2,0,1
3665,estoy en &quot;designing interfaces - navigation schemas sxsw.&quot; #uxdes,1,13,100,6.214285714285714,1,2,0,1
3666,check not-so-secret popup tomorrow's ipad2 release austin. somebody w/ address...,1,21,128,5.142857142857143,6,1,0,1
3667,here's realtime via,1,8,52,5.625,1,1,0,1
3668,need best android dev here. html5/js issue need solving quickly. handsome reward love grabs. #in,1,24,130,4.863636363636363,3,2,0,3
3669,-apple pop-up set right 6th st. fellow truck driver delivering furniture now.,1,22,116,4.523809523809524,6,1,0,2
3670,hitlantis ipad. cool song explorer app. hitlantis.com. #musicviz,2,13,90,6.0,2,2,0,1
3671,il ceo di flipboard annuncia la versione ûï@mention next platform flipboard team started working,1,25,155,5.24,5,1,0,3
3672,need best android dev here. html5/js issue need solving quickly. handsome reward love grabs.,2,21,114,4.947368421052632,3,1,0,2
3673,free portable charger i'm use heck #sxsw.,2,18,97,4.444444444444445,8,1,0,1
3674,"flipboard developing version, android, says #sxswi",1,14,94,5.785714285714286,3,2,0,1
3675,record experience iphone.,1,7,53,5.75,3,1,0,0
3676,photo: iûªm spending sat night #sxsw. chatting husband skype coffee...,1,22,119,4.454545454545454,9,1,0,1
3677,i'm list leh event i'm going #sxsw. i'd upset already cr48.,1,29,134,3.6551724137931036,15,1,0,3
3678,build less 24 hours one biggest launches company's history? got this. #apple #ipad2,2,28,138,4.269230769230769,11,3,1,0
3679,biggest mistake since south southwest last year? writin book bout photography instead makin photography app,1,23,140,5.130434782608695,4,1,0,1
3680,"wow folks, make sure ringer turned way u pre-sunrise flight. #internalalarmclockftw",3,25,140,4.64,11,2,0,1
3681,else excited possibility circles? anybody austin give us update? $goog,2,23,122,4.3478260869565215,9,1,0,2
3682,domo &amp; android app: share facebook strangers via #domo,2,14,92,5.642857142857143,1,2,0,2
3683,bit disappointed two talks many overlapping examples,0,15,84,4.666666666666667,6,1,0,0
3684,&quot;40% maps usage mobile&quot; - marissa mayer,1,13,75,4.846153846153846,4,1,0,0
3685,catch charles chen sxsw &amp; ask demo chromeos &amp; android access. hint: he's wearing braille shirt.,1,26,152,4.884615384615385,5,1,0,2
3686,"daily chord - tuesday, march 8: hackers discover google's music servicestory rollin... #music #news",1,18,122,5.777777777777778,1,3,0,0
3687,#iphone #kneejockey #ftw,1,5,37,6.6,0,4,0,0
3688,head 1pm cst today win vip access acoustic solo set tonight #nokiaconnects,1,23,116,4.2727272727272725,8,2,0,3
3689,interactive session. mom ipad: designing boomers,1,14,91,5.571428571428571,3,1,0,2
3690,great link &gt;&gt; what? ÷_ ã_ #edchat #musedchat #sxswi #classical #newtwitter,1,18,120,6.0588235294117645,0,6,0,3
3691,intending bring trusty backpack upcoming trip #sxsw. number 2s i'm helping b ...,1,25,131,4.28,7,1,0,2
3692,"friends #sxsw, take 360 views 360 panorama - - feel like i'm there? i'll gift app =)!",2,27,126,3.7037037037037037,8,1,2,1
3693,"even begins, wins sxsw: via #apple",2,13,81,5.3076923076923075,0,2,0,2
3694,#google shows super-fast maps mobile 3d rendering.,2,11,72,5.636363636363637,2,2,0,1
3695,"haha, awesomely rad app #hollergram",2,10,65,5.6,1,2,0,0
3696,left pocket guide hotel. know i'm going cope. say usability ipad/iphone app?,0,27,137,4.111111111111111,11,1,0,3
3697,"forget, music!",1,8,46,4.875,3,1,0,0
3698,sounds like hired pitch products,1,15,80,4.4,6,1,0,1
3699,who's #winning day even begins? - /@mention,1,13,76,4.923076923076923,3,2,0,1
3700,"cool. sets 5,000 sq. ft. temporary sell 2's.",2,16,83,4.25,3,1,0,1
3701,day bank america launched app got 250k customers #bankinnovation,2,18,111,5.222222222222222,3,2,0,2
3702,see google's social network &quot;circles&quot; today? #sxswi,1,12,86,6.25,1,2,0,0
3703,can't believe announced maggie maes. game changer sure.,2,15,87,4.866666666666666,4,1,0,1
3704,"group texting war heats up: fast society launches android app, updates app #mobilenews",1,17,110,5.529411764705882,0,2,0,0
3705,"&quot;at #sxsw, schools marketing experts&quot;",2,11,77,6.7,1,1,0,2
3706,smart move apple. pop-up (ipad 2's come 5pm tomorrow):,2,18,97,4.444444444444445,4,1,0,2
3707,news sxswi apple's temporary store? #wth?,1,14,80,4.785714285714286,3,2,0,1
3708,"day 2: late-night parties, packed 9:30 session designing :swoon: #nerdcore #fb",2,16,100,5.3125,3,3,0,1
3709,rule: ooing ahing ipad. get it. big deal. everybody one now... :-),0,27,131,3.888888888888889,8,1,0,2
3710,#foursquare sees #google competition location-based game apps. #checkins,1,17,116,5.882352941176471,7,4,0,1
3711,everyone map favorite places austin,1,19,104,4.526315789473684,7,1,0,2
3712,"maps 5.2 demo renders quickly, 3d buildings landscapes included basic maps. #marissagoogle",2,18,119,5.666666666666667,4,2,0,1
3713,"#technology #apple opening pop-up austin geekfest [apple]: #brian_lam, thousands... #tech",2,18,127,6.111111111111111,4,5,0,1
3714,"bought 2. 15 minutes (@mention store, sxsw w/ 23 others)",2,19,99,4.2631578947368425,3,1,2,2
3715,rumor: opening temporary austin &amp; 2 launch,1,24,126,4.291666666666667,7,1,1,3
3716,"ugh launch major social network called circles, possibly today",1,17,104,5.176470588235294,2,1,0,2
3717,simplegeo: mobile phone ubiquity creating huge sensor network. 6 diff sensors. #bemyneighbor,1,17,114,5.764705882352941,3,2,1,1
3718,"launch major social network called circles, possibly today via",1,16,107,5.75,1,1,0,1
3719,developers meet crazy packed!!!!!!,2,8,53,5.75,2,1,0,1
3720,"plays social network circles - fb needs rival, even keep toes",1,24,121,4.083333333333333,10,1,0,1
3721,launching products plenty else. join #h4ckers &amp; 80s dancing.{link},1,20,124,5.25,9,2,0,1
3722,never take fully charged granted; 24/7 pics edit tweet 4square apps =zap! &lt;good 2 kno!,2,24,136,4.708333333333333,4,1,1,2
3723,hey #sxsw- ers last day get #lp austin app free #travel,2,22,116,4.318181818181818,3,3,0,5
3724,"bringing heat: ûïif show content quality, iûªm much likely rank youû (via &amp; ranking",1,25,146,4.88,7,1,0,0
3725,"audience q: prototyping tools use? sketchbooks/sharpie pens, photoshop, balsamic, docs, axsure, etc. #myprototype",1,20,150,6.55,2,2,0,2
3726,"trying contact friends family #japan, created person finder:",1,20,119,5.0,6,2,0,2
3727,stuck inthat long a$$ line store? come check us out! next block across driskill! #apple #wam,1,28,139,4.148148148148148,7,3,0,2
3728,wonder i'll get kicked iphone. ipod. ipad. ianything.,1,20,98,3.95,7,1,0,1
3729,"andrew k prx equates homogeneity ecosystem w predictability, vs android's wild west. #imaconf #drumbeat #mojo",0,21,135,5.476190476190476,4,4,0,2
3730,see? big links smooshed. here's realtime,1,12,70,4.916666666666667,2,1,0,1
3731,"downloaded torrent, need put",1,12,66,4.583333333333333,5,1,0,1
3732,get obsession chasing open bars. everyone afford drink; can't go pawn ipad.,1,24,125,4.25,9,1,0,1
3733,open popup launch. genius bastards.,2,15,84,4.666666666666667,4,1,0,0
3734,2 line 20 minutes long,1,11,51,3.727272727272727,3,1,2,0
3735,party tonight? going try make it. many events! #sxswi,1,19,103,4.473684210526316,7,2,0,1
3736,love. anyone show charger? need tweet jokes beards/text ppl make jealous.,1,23,130,4.695652173913044,8,1,0,1
3737,temp 6th st austin closed night &quot;they're stuff' says austin cops barring door!,0,23,129,4.863636363636363,4,1,0,1
3738,#sxsw? get soundcloud app start recording. use 4sq geotagging map:,1,20,111,4.6,6,1,0,1
3739,#notsurprised lots geosocial news today w/ beginning - fires shot foursquare check rewards,1,21,126,5.0476190476190474,5,2,0,0
3740,test pop-up shop sxsw via,1,12,64,4.416666666666667,2,1,0,2
3741,"friends #sxswi - blog post: hootsuite mobile ~ updates iphone, blackberry &amp; android",1,20,119,5.0,3,2,0,1
3742,mayer: think simplicity lot developing products. ^jr,2,14,81,4.857142857142857,4,1,0,2
3743,"tweet register exclusive passes events, parties + 2 - &quot;give liberty and/or free #sxswpass&quot;",1,24,145,5.083333333333333,6,2,1,2
3744,setting temp sell #ipad2. crazy? brilliant? convenient?,2,17,105,5.235294117647059,4,2,0,2
3745,#nfc technology: google's testing using stickers windows tap get info.,1,20,114,5.0,5,2,0,2
3746,random fan bought lunch everyone line popup #ipad2 #randomactofkindness,1,21,130,5.5,4,3,0,2
3747,josh williams said farmville success wakeup call games. &quot;what build now?&quot; things going.,2,24,152,5.375,8,1,0,0
3748,"used small upstarts (twitter) played sxsw. big guys making moves: apple, google.",1,21,117,4.619047619047619,7,1,0,1
3749,marissa meyer concept &quot;the power here&quot; #google,1,15,101,5.8,2,2,0,2
3750,maps mobile demonstration rocked world. #uosxsw #marissamayer,2,13,91,6.076923076923077,3,3,0,1
3751,"read #apple selling 2 release day. good lord, vortex smugness day may unbearable.",0,25,131,4.28,9,2,1,1
3752,enjoying ice cream sandwich gsd&amp;m party...with edible wrapper! #welivehere #gsdm,2,18,117,5.882352941176471,4,3,0,1
3753,saw lax i'm heading wife download app #freespeech,2,26,130,4.2,11,2,0,0
3754,"24 hours later, retreat back hotel, bushwhacked. ringo deathstarr'd, never seen many effects pedals",1,21,126,5.3,4,1,1,0
3755,"making fans friends, hope? hanging six lounge rooftop google/blogger party - gr8 dj",1,22,127,4.818181818181818,3,1,0,2
3756,"interview w marissa mayer 3.0, working larry different working eric",1,22,124,4.681818181818182,8,1,0,1
3757,display tonite: #gsdm #google industry party:,1,10,68,5.9,1,3,0,0
3758,listening google's marissa mayer discuss products including hotpot - watch yelp!,2,17,105,5.5625,2,1,0,1
3759,audioboo: american dream bust #ipad #bum #begger #us #socialart #documentally,1,13,93,6.230769230769231,1,7,0,0
3760,wiebe walking conceptual graphing / loving,1,13,86,5.6923076923076925,4,1,0,0
3761,"may hide tweets. think pop-up final straw. yes, i'm jealous.",2,21,106,4.095238095238095,6,1,0,3
3762,going mock tech-nerds coming stand 4-hour line 2. remembered horror movies.,0,29,140,3.8620689655172415,13,1,0,2
3763,announces check-ins: sxsw location-based geo-fencing applications - #ireport #wssxsw #scrm #sm #marketing,1,15,125,7.4,0,6,0,3
3764,"line ppl around block. party? no, store! insane!",2,16,87,4.8,2,1,0,1
3765,anyone bought want sell older me?,1,17,77,3.8125,6,1,0,1
3766,smart them. &quot;apple set open popup shop core sxsw action&quot; - #apple,2,21,117,4.619047619047619,4,2,0,2
3767,sxsw getting store? - sxsw baby!,1,12,62,4.25,2,1,0,2
3768,"&quot;google tweet&quot; &quot;think speak.&quot; - mark belinsky, #911tweets panel #sxsw.",2,20,138,5.95,7,2,0,2
3769,great day -but jaloux &amp; ipad.look school bus 1st day school,2,25,127,4.12,7,1,0,5
3770,awesome!! 2 jailbreak!! grateful dead #fab5,2,9,61,5.888888888888889,0,2,1,1
3771,ûï@mention sxsw official app here: enjoy!,2,13,76,5.818181818181818,0,1,0,3
3772,i'm line #ipad 2,2,10,50,4.1,3,2,1,0
3773,launch &quot;groupon living social-type&quot; rewards - (via,1,14,100,6.214285714285714,3,1,0,1
3774,&quot;the future local contextual discovery&quot; google's mayer argues 'where' exceptionally valuable search,1,20,144,6.25,5,1,0,2
3775,hell supposed get stumbling around austin #notwinning,1,22,117,4.363636363636363,7,2,0,4
3776,forget! come q&amp;a google's &amp; bing's ranking panel mon 12:30pm,1,22,135,5.181818181818182,4,1,0,1
3777,bound! keep eye may give away #iphone case atx land!,2,21,103,3.9523809523809526,6,2,0,3
3778,"oh #sxsw. oh, that's 1, thought #winning.",2,14,66,3.7857142857142856,5,2,0,2
3779,bah! somehow lost little wipe- sessions #sxsw.,1,13,76,4.923076923076923,3,1,0,1
3780,ûï@mention #ubersocial #iphone app includes uberguide sponsored #mashableû vamos probar...,1,21,141,5.761904761904762,7,4,0,1
3781,great recap google/bing q/a session website ranking #qagb (via cc:,2,16,103,5.5,2,2,0,2
3782,"hootsuite mobile ~ updates iphone, blackberry &amp; android #hootsuite",1,13,91,6.076923076923077,2,2,0,1
3783,staying alive: indie game development survive? (@mention acc - room 12ab w/ 22 others),1,19,111,5.166666666666667,0,1,1,2
3784,dj decks killing!! /via @mentionm,1,13,82,5.384615384615385,3,1,0,2
3785,"hotpot= yelp killer? impressive integration, personalized recommendations, really fast",2,15,118,7.428571428571429,1,1,0,1
3786,"companies embracing nfc today: (nfc window decal &amp; nexus s), nokia (willinclude smartphones 2011) #mcommerce",1,23,144,5.545454545454546,5,2,0,4
3787,behaviour diff. lots phone calls using ipad/laptop. notsomuch mobiles internets.,1,17,116,5.882352941176471,4,1,0,1
3788,interrupt regularly scheduled geek programming big news #google #circles,1,18,122,5.833333333333333,2,3,0,2
3789,monster mash plush giveaway,1,8,49,5.25,1,1,0,0
3790,austin folks: stores carry accessories (keyboard/mouse) near alamo lake creek? mine make trip,1,19,125,5.631578947368421,3,1,0,0
3791,learning get personalized recommendations using hotpot,2,11,81,6.454545454545454,2,1,0,0
3792,"product showcases never feel cool. price tag, brand equity, wow factor attached. marissa mayer",0,18,115,5.444444444444445,1,1,0,0
3793,"#technews time sxsw, foursquare ups game and... #tech_news #friends_offer #iphone #the_game #tech",1,18,126,6.055555555555555,0,7,0,2
3794,traded xoom js party 2 #winwin #winning #tigerblood,2,19,100,4.315789473684211,7,4,1,2
3795,kid san antonio told 2 stock throughout texas cause shipped,1,25,128,4.16,11,1,1,1
3796,we're wondering many come back 2's. maybe everyone?,2,17,102,5.0588235294117645,4,1,0,1
3797,"well something happening bus stop, prob something #apple, dunno",1,16,93,4.875,5,2,0,0
3798,#apple set open popup shop core action via,1,14,73,4.285714285714286,3,2,0,1
3799,#tapworthy design headaches - avoiding pitfalls design challenges,0,15,94,5.333333333333333,3,2,0,0
3800,ûï@mention yes! gowalla wins best andoid app team android choice awards. thanks all! #sxswû,2,16,101,5.375,2,1,0,0
3801,"re: group chat apps #sxsw, told d/l two apps (not yet avail android). point, i'll need phone apps.",1,27,136,4.074074074074074,7,1,0,3
3802,think i'm going get second view push notifications.,1,15,79,4.333333333333333,4,1,0,1
3803,"diller: would product one form factor today's multichannel, multi platform world? #ketchsx",1,25,147,4.92,8,2,0,2
3804,(y) ûï@mention #ubersocial #iphone app includes uberguide sponsored #mashable,1,19,122,5.473684210526316,6,4,0,1
3805,nice open pop-up sxsw festival #ipad #mac,2,15,84,4.666666666666667,2,3,0,3
3806,opening pop downtown austin 2 launch,1,20,106,4.35,5,1,1,3
3807,&lt;10 minute line 2 temporary,1,14,76,4.5,3,1,1,1
3808,move here! last day get #lp austin app free #travel,1,20,105,4.3,4,3,0,2
3809,"even begins, wins",2,10,58,4.9,1,1,0,1
3810,free chargers austin music hall / ignite party,1,11,62,4.7272727272727275,1,1,0,0
3811,"marissa mayer talks future maps discusses hotpot, answer location-based ratings recommendations -kek",2,20,135,5.8,6,1,0,2
3812,leaving austin sort want cry. always remember week. adele/fiona mix solace. #startupbus,1,26,150,4.555555555555555,8,2,0,4
3813,"still 2s had, least pop-up store. bought one.",1,22,114,4.2272727272727275,7,1,0,1
3814,usa today ipad: makes good use digital shortcuts still looking like newspaper. #tapworthy,2,19,118,5.2631578947368425,4,2,0,1
3815,"marissa mayer, google, says 40% maps usage local. maps 150m users day.",1,21,112,4.380952380952381,6,1,0,0
3816,bus leaving party headed power plant party 214 w ave.,1,19,91,3.8421052631578947,6,1,1,1
3817,hive innovation yet every booth trade show exact promotional idea: 2 raffle!,3,22,118,4.409090909090909,7,1,1,1
